Entry,Entry name,Status,Protein names,Gene names,Length
Q99717,SMAD5_HUMAN,reviewed,Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (JV5-1) (SMAD family member 5) (SMAD 5) (Smad5) (hSmad5),SMAD5 MADH5,465
Q15428,SF3A2_HUMAN,reviewed,Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62),SF3A2 SAP62,464
P04198,MYCN_HUMAN,reviewed,N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37),MYCN BHLHE37 NMYC,464
P53779,MK10_HUMAN,reviewed,Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase 1b) (SAPK1b) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3),MAPK10 JNK3 JNK3A PRKM10 SAPK1B,464
P49821,NDUV1_HUMAN,reviewed,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)",NDUFV1 UQOR1,464
Q9BZD4,NUF2_HUMAN,reviewed,Kinetochore protein Nuf2 (hNuf2) (hNuf2R) (hsNuf2) (Cell division cycle-associated protein 1),NUF2 CDCA1 NUF2R,464
Q53EZ4,CEP55_HUMAN,reviewed,Centrosomal protein of 55 kDa (Cep55) (Up-regulated in colon cancer 6),CEP55 C10orf3 URCC6,464
O75311,GLRA3_HUMAN,reviewed,Glycine receptor subunit alpha-3,GLRA3,464
O00451,GFRA2_HUMAN,reviewed,GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2),GFRA2 GDNFRB RETL2 TRNR2,464
P01008,ANT3_HUMAN,reviewed,Antithrombin-III (ATIII) (Serpin C1),SERPINC1 AT3 PRO0309,464
P49336,CDK8_HUMAN,reviewed,Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35),CDK8,464
P04424,ARLY_HUMAN,reviewed,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase),ASL,464
Q96I51,RCC1L_HUMAN,reviewed,RCC1-like G exchanging factor-like protein (RCC1-like) (Williams-Beuren syndrome chromosomal region 16 protein),RCC1L WBSCR16,464
Q9Y2H1,ST38L_HUMAN,reviewed,Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2),STK38L KIAA0965 NDR2,464
P48443,RXRG_HUMAN,reviewed,Retinoic acid receptor RXR-gamma (Nuclear receptor subfamily 2 group B member 3) (Retinoid X receptor gamma),RXRG NR2B3,463
Q9Y230,RUVB2_HUMAN,reviewed,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),RUVBL2 INO80J TIP48 TIP49B CGI-46,463
Q9NQG6,MID51_HUMAN,reviewed,Mitochondrial dynamics protein MID51 (Mitochondrial dynamics protein of 51 kDa) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like) (SMCR7-like protein),MIEF1 MID51 SMCR7L,463
P61978,HNRPK_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP),HNRNPK HNRPK,463
O75306,NDUS2_HUMAN,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",NDUFS2,463
Q8ND56,LS14A_HUMAN,reviewed,Protein LSM14 homolog A (Protein FAM61A) (Protein SCD6 homolog) (Putative alpha-synuclein-binding protein) (AlphaSNBP) (RNA-associated protein 55A) (hRAP55) (hRAP55A),LSM14A C19orf13 FAM61A RAP55 RAP55A,463
P53634,CATC_HUMAN,reviewed,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],CTSC CPPI,463
Q05639,EF1A2_HUMAN,reviewed,Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1),EEF1A2 EEF1AL STN,463
P43220,GLP1R_HUMAN,reviewed,Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R),GLP1R,463
Q8TBC4,UBA3_HUMAN,reviewed,NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3),UBA3 UBE1C,463
Q9P2R7,SUCB1_HUMAN,reviewed,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)",SUCLA2,463
Q92759,TF2H4_HUMAN,reviewed,General transcription factor IIH subunit 4 (Basic transcription factor 2 52 kDa subunit) (BTF2 p52) (General transcription factor IIH polypeptide 4) (TFIIH basal transcription factor complex p52 subunit),GTF2H4,462
Q9BQG2,NUD12_HUMAN,reviewed,NAD-capped RNA hydrolase NUDT12 (DeNADding enzyme NUDT12) (EC 3.6.1.-) (NADH pyrophosphatase NUDT12) (EC 3.6.1.22) (Nucleoside diphosphate-linked moiety X motif 12) (Nudix motif 12),NUDT12,462
Q9UJM3,ERRFI_HUMAN,reviewed,ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein) (MIG-6),ERRFI1 MIG6,462
P68104,EF1A1_HUMAN,reviewed,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),EEF1A1 EEF1A EF1A LENG7,462
P31644,GBRA5_HUMAN,reviewed,Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5),GABRA5,462
Q86Y97,KMT5C_HUMAN,reviewed,Histone-lysine N-methyltransferase KMT5C (Lysine N-methyltransferase 5C) (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361),KMT5C SUV420H2 PP7130,462
Q5SRI9,MANEA_HUMAN,reviewed,"Glycoprotein endo-alpha-1,2-mannosidase (Endo-alpha mannosidase) (Endomannosidase) (hEndo) (EC 3.2.1.130) (Mandaselin)",MANEA,462
Q9HD26,GOPC_HUMAN,reviewed,Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST),GOPC CAL FIG,462
P18825,ADA2C_HUMAN,reviewed,Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),ADRA2C ADRA2L2 ADRA2RL2,462
P10276,RARA_HUMAN,reviewed,Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1),RARA NR1B1,462
Q15465,SHH_HUMAN,reviewed,Sonic hedgehog protein (SHH) (HHG-1) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)],SHH,462
P19793,RXRA_HUMAN,reviewed,Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha),RXRA NR2B1,462
P10828,THB_HUMAN,reviewed,Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta),THRB ERBA2 NR1A2 THR1,461
P04070,PROC_HUMAN,reviewed,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide],PROC,461
Q13285,STF1_HUMAN,reviewed,Steroidogenic factor 1 (SF-1) (STF-1) (hSF-1) (Adrenal 4-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP),NR5A1 AD4BP FTZF1 SF1,461
P13489,RINI_HUMAN,reviewed,Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI),RNH1 PRI RNH,461
P23677,IP3KA_HUMAN,reviewed,"Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)",ITPKA,461
Q02818,NUCB1_HUMAN,reviewed,Nucleobindin-1 (CALNUC),NUCB1 NUC,461
Q16602,CALRL_HUMAN,reviewed,Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),CALCRL CGRPR,461
P11926,DCOR_HUMAN,reviewed,Ornithine decarboxylase (ODC) (EC 4.1.1.17),ODC1,461
Q8N539,FBCD1_HUMAN,reviewed,Fibrinogen C domain-containing protein 1,FIBCD1 UNQ701/PRO1346,461
P00740,FA9_HUMAN,reviewed,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],F9,461
Q495M9,USH1G_HUMAN,reviewed,Usher syndrome type-1G protein (Scaffold protein containing ankyrin repeats and SAM domain),USH1G SANS,461
Q9H173,SIL1_HUMAN,reviewed,Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP),SIL1 UNQ545/PRO836,461
P20333,TNR1B_HUMAN,reviewed,"Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]",TNFRSF1B TNFBR TNFR2,461
Q99952,PTN18_HUMAN,reviewed,Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase),PTPN18 BDP1,460
Q9NWZ3,IRAK4_HUMAN,reviewed,Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64),IRAK4,460
O95396,MOCS3_HUMAN,reviewed,Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) (Molybdopterin synthase sulfurylase) (MPT synthase sulfurylase) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)],MOCS3 UBA4,460
P55055,NR1H2_HUMAN,reviewed,Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor),NR1H2 LXRB NER UNR,460
Q9Y5C1,ANGL3_HUMAN,reviewed,Angiopoietin-related protein 3 (Angiopoietin-5) (ANG-5) (Angiopoietin-like protein 3) [Cleaved into: ANGPTL3(17-221); ANGPTL3(17-224)],ANGPTL3 ANGPT5 UNQ153/PRO179,460
P11229,ACM1_HUMAN,reviewed,Muscarinic acetylcholine receptor M1,CHRM1,460
P03905,NU4M_HUMAN,reviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4),MT-ND4 MTND4 NADH4 ND4,459
Q9NWU1,OXSM_HUMAN,reviewed,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)",OXSM,459
P16871,IL7RA_HUMAN,reviewed,Interleukin-7 receptor subunit alpha (IL-7 receptor subunit alpha) (IL-7R subunit alpha) (IL-7R-alpha) (IL-7RA) (CDw127) (CD antigen CD127),IL7R,459
Q02790,FKBP4_HUMAN,reviewed,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",FKBP4 FKBP52,459
Q16790,CAH9_HUMAN,reviewed,Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1),CA9 G250 MN,459
P15882,CHIN_HUMAN,reviewed,N-chimaerin (A-chimaerin) (Alpha-chimerin) (N-chimerin) (NC) (Rho GTPase-activating protein 2),CHN1 ARHGAP2 CHN,459
Q9HAD4,WDR41_HUMAN,reviewed,WD repeat-containing protein 41,WDR41 MSTP048,459
Q687X5,STEA4_HUMAN,reviewed,"Metalloreductase STEAP4 (EC 1.16.1.9) (Six-transmembrane epithelial antigen of prostate 4) (SixTransMembrane protein of prostate 2) (Tumor necrosis factor, alpha-induced protein 9)",STEAP4 STAMP2 TNFAIP9,459
Q96BH1,RNF25_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF25 (EC 2.3.2.27) (RING finger protein 25) (RING-type E3 ubiquitin transferase RNF25),RNF25,459
P15169,CBPN_HUMAN,reviewed,Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN),CPN1 ACBP,458
Q13952,NFYC_HUMAN,reviewed,Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC) (Transactivator HSM-1/2),NFYC,458
Q6UWV6,ENPP7_HUMAN,reviewed,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (E-NPP 7) (NPP-7) (EC 3.1.4.12) (Alkaline sphingomyelin phosphodiesterase) (Intestinal alkaline sphingomyelinase) (Alk-SMase),ENPP7 UNQ3077/PRO9912,458
O43464,HTRA2_HUMAN,reviewed,"Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)",HTRA2 OMI PRSS25,458
Q9BVA6,FICD_HUMAN,reviewed,Protein adenylyltransferase FICD (EC 2.7.7.n1) (AMPylator FICD) (De-AMPylase FICD) (EC 3.1.4.-) (FIC domain-containing protein) (Huntingtin yeast partner E) (Huntingtin-interacting protein 13) (HIP-13) (Huntingtin-interacting protein E),FICD HIP13 HYPE UNQ3041/PRO9857,458
B1AL88,F155A_HUMAN,reviewed,Transmembrane protein FAM155A,FAM155A,458
P28335,5HT2C_HUMAN,reviewed,5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C),HTR2C HTR1C,458
P62508,ERR3_HUMAN,reviewed,Estrogen-related receptor gamma (ERR gamma-2) (Estrogen receptor-related protein 3) (Nuclear receptor subfamily 3 group B member 3),ESRRG ERR3 ERRG2 KIAA0832 NR3B3,458
Q01415,GALK2_HUMAN,reviewed,N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2),GALK2 GK2,458
Q96AP0,ACD_HUMAN,reviewed,Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein),ACD PIP1 PTOP TINT1 TPP1,458
Q9H7Z6,KAT8_HUMAN,reviewed,"Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (hMOF)",KAT8 MOF MYST1 PP7073,458
P01730,CD4_HUMAN,reviewed,T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4),CD4,458
Q8NEY8,PPHLN_HUMAN,reviewed,Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50),PPHLN1 HSPC206 HSPC232,458
Q9Y697,NFS1_HUMAN,reviewed,"Cysteine desulfurase, mitochondrial (EC 2.8.1.7)",NFS1 NIFS HUSSY-08,457
Q9Y261,FOXA2_HUMAN,reviewed,Hepatocyte nuclear factor 3-beta (HNF-3-beta) (HNF-3B) (Forkhead box protein A2) (Transcription factor 3B) (TCF-3B),FOXA2 HNF3B TCF3B,457
Q8N142,PURA1_HUMAN,reviewed,"Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (Adenylosuccinate synthetase-like 1) (AdSSL1) (IMP--aspartate ligase 1)",ADSS1 ADSSL1,457
Q13887,KLF5_HUMAN,reviewed,Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2),KLF5 BTEB2 CKLF IKLF,457
Q9NR12,PDLI7_HUMAN,reviewed,PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma),PDLIM7 ENIGMA,457
Q13451,FKBP5_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase),FKBP5 AIG6 FKBP51,457
P35790,CHKA_HUMAN,reviewed,Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82),CHKA CHK CKI,457
P23415,GLRA1_HUMAN,reviewed,Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit),GLRA1,457
P10645,CMGA_HUMAN,reviewed,Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor],CHGA,457
O95429,BAG4_HUMAN,reviewed,BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains),BAG4 SODD,457
P32241,VIPR1_HUMAN,reviewed,Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1),VIPR1,457
Q99808,S29A1_HUMAN,reviewed,"Equilibrative nucleoside transporter 1 (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)",SLC29A1 ENT1,456
O43159,RRP8_HUMAN,reviewed,Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin),RRP8 KIAA0409 NML hucep-1,456
P30520,PURA2_HUMAN,reviewed,"Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",ADSS2 ADSS,456
O00232,PSD12_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55),PSMD12,456
Q9HCE5,MET14_HUMAN,reviewed,N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14) (hMETTL14),METTL14 KIAA1627,456
Q8WV28,BLNK_HUMAN,reviewed,B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65),BLNK BASH SLP65,456
P14867,GBRA1_HUMAN,reviewed,Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1),GABRA1,456
P39656,OST48_HUMAN,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),DDOST KIAA0115 OST48 OK/SW-cl.45,456
Q9Y265,RUVB1_HUMAN,reviewed,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha),RUVBL1 INO80H NMP238 TIP49 TIP49A,456
P10826,RARB_HUMAN,reviewed,Retinoic acid receptor beta (RAR-beta) (HBV-activated protein) (Nuclear receptor subfamily 1 group B member 2) (RAR-epsilon),RARB HAP NR1B2,455
Q14728,MFS10_HUMAN,reviewed,Major facilitator superfamily domain-containing protein 10 (Tetracycline transporter-like protein),MFSD10 TETRAN,455
Q9H0S4,DDX47_HUMAN,reviewed,Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47),DDX47,455
Q13867,BLMH_HUMAN,reviewed,Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40),BLMH,455
O60239,3BP5_HUMAN,reviewed,SH3 domain-binding protein 5 (SH3BP-5) (SH3 domain-binding protein that preferentially associates with BTK),SH3BP5 SAB,455
Q9Y215,COLQ_HUMAN,reviewed,Acetylcholinesterase collagenic tail peptide (AChE Q subunit) (Acetylcholinesterase-associated collagen),COLQ,455
P19438,TNR1A_HUMAN,reviewed,"Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a) [Cleaved into: Tumor necrosis factor receptor superfamily member 1A, membrane form; Tumor necrosis factor-binding protein 1 (TBPI)]",TNFRSF1A TNFAR TNFR1,455
P13631,RARG_HUMAN,reviewed,Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3),RARG NR1B3,454
Q68D85,NR3L1_HUMAN,reviewed,Natural cytotoxicity triggering receptor 3 ligand 1 (B7 homolog 6) (B7-H6),NCR3LG1 B7H6,454
P36551,HEM6_HUMAN,reviewed,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)",CPOX CPO CPX,454
Q9Y2T3,GUAD_HUMAN,reviewed,Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH) (p51-nedasin),GDA KIAA1258,454
Q96C03,MID49_HUMAN,reviewed,Mitochondrial dynamics protein MID49 (Mitochondrial dynamics protein of 49 kDa) (Mitochondrial elongation factor 2) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein),MIEF2 MID49 SMCR7,454
Q96GN5,CDA7L_HUMAN,reviewed,Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2),CDCA7L HR1 JPO2 R1,454
O43293,DAPK3_HUMAN,reviewed,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase),DAPK3 ZIPK,454
P20749,BCL3_HUMAN,reviewed,B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3),BCL3 BCL4 D19S37,454
P17735,ATTY_HUMAN,reviewed,Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase),TAT,454
P22695,QCR2_HUMAN,reviewed,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)",UQCRC2,453
P01871,IGHM_HUMAN,reviewed,Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),IGHM,453
Q9Y6X5,ENPP4_HUMAN,reviewed,Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4),ENPP4 KIAA0879 NPP4,453
Q92484,ASM3A_HUMAN,reviewed,Acid sphingomyelinase-like phosphodiesterase 3a (ASM-like phosphodiesterase 3a) (EC 3.1.4.-),SMPDL3A ASML3A,453
O00189,AP4M1_HUMAN,reviewed,AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4),AP4M1 MUARP2,453
Q9BXJ7,AMNLS_HUMAN,reviewed,Protein amnionless [Cleaved into: Soluble protein amnionless],AMN UNQ513/PRO1028,453
P83110,HTRA3_HUMAN,reviewed,Serine protease HTRA3 (EC 3.4.21.-) (High-temperature requirement factor A3) (Pregnancy-related serine protease),HTRA3 PRSP,453
P02679,FIBG_HUMAN,reviewed,Fibrinogen gamma chain,FGG PRO2061,453
Q5T6F0,DCA12_HUMAN,reviewed,DDB1- and CUL4-associated factor 12 (Centrosome-related protein TCC52) (Testis cancer centrosome-related protein) (WD repeat-containing protein 40A),DCAF12 KIAA1892 TCC52 WDR40A,453
